"","periodo","periodo_fecha","precios"
"4868","2022-1","1/01/2022",1.8e+08
"4869","2022-1","1/01/2022",3.14e+08
"4870","2022-1","1/01/2022",2.98e+08
"4871","2022-1","1/01/2022",3.75e+08
"4872","2022-1","1/01/2022",97776000
"4873","2022-1","1/01/2022",1.08e+08
"4874","2022-1","1/01/2022",1.1e+08
"4875","2022-1","1/01/2022",806446000
"4876","2022-1","1/01/2022",156267000
"4877","2022-1","1/01/2022",82368000
"4878","2022-1","1/01/2022",134230000
"4879","2022-1","1/01/2022",490631940
"4880","2022-1","1/01/2022",8.09e+08
"4881","2022-1","1/01/2022",1118260000
"4882","2022-1","1/01/2022",228446000
"4883","2022-1","1/01/2022",267698000
"4884","2022-1","1/01/2022",4.12e+08
"4885","2022-1","1/01/2022",1178040000
"4886","2022-1","1/01/2022",289159000
"4887","2022-1","1/01/2022",179600000
"4888","2022-1","1/01/2022",179600000
"4889","2022-1","1/01/2022",1.7e+08
"4890","2022-1","1/01/2022",1127816105
"4891","2022-2","1/02/2022",5.391e+09
"4892","2022-1","1/01/2022",597937642
"4893","2022-1","1/01/2022",1.55e+08
"4894","2022-1","1/01/2022",1.48e+08
"4895","2022-1","1/01/2022",226367000
"4896","2022-1","1/01/2022",991037823
"4897","2022-1","1/01/2022",564175070
"4898","2022-1","1/01/2022",479651815
"4899","2022-1","1/01/2022",5.06e+08
"4900","2022-1","1/01/2022",5.93e+08
"4901","2022-1","1/01/2022",3.62e+08
"4902","2022-1","1/01/2022",91616000
"4903","2022-1","1/01/2022",983400000
"4904","2022-1","1/01/2022",234696628
"4905","2022-1","1/01/2022",339500000
"4906","2022-1","1/01/2022",2.7e+07
"4907","2022-1","1/01/2022",4.15e+08
"4908","2022-1","1/01/2022",3.42e+08
"4909","2022-1","1/01/2022",333700000
"4910","2022-1","1/01/2022",439777396
"4911","2022-1","1/01/2022",4.4e+07
"4912","2022-1","1/01/2022",173300000
"4913","2022-1","1/01/2022",128300000
"4914","2022-1","1/01/2022",2.48e+08
"4915","2022-1","1/01/2022",4.45e+08
"4916","2022-1","1/01/2022",2.38e+08
"4917","2022-1","1/01/2022",2.85e+08
"4918","2022-1","1/01/2022",9e+08
"4919","2022-1","1/01/2022",1.2e+08
"4920","2022-1","1/01/2022",386015000
"4921","2022-1","1/01/2022",366668505
"4922","2022-1","1/01/2022",377891565
"4923","2022-1","1/01/2022",1.28e+08
"4924","2022-1","1/01/2022",159755000
"4925","2022-1","1/01/2022",562868000
"4926","2022-1","1/01/2022",419610000
"4927","2022-1","1/01/2022",498750000
"4928","2022-1","1/01/2022",880372306
"4929","2022-1","1/01/2022",158500000
"4930","2022-1","1/01/2022",367700000
"4931","2022-1","1/01/2022",806032017
"4932","2022-1","1/01/2022",333479000
"4933","2022-1","1/01/2022",233682000
"4934","2022-1","1/01/2022",310100000
"4935","2022-1","1/01/2022",456800000
"4936","2022-1","1/01/2022",527400000
"4937","2022-1","1/01/2022",1.56e+08
"4938","2022-1","1/01/2022",5.47e+08
"4939","2022-1","1/01/2022",179600000
"4940","2022-1","1/01/2022",179600000
"4941","2022-1","1/01/2022",118075000
"4942","2022-1","1/01/2022",179600000
"4943","2022-1","1/01/2022",371100000
"4944","2022-1","1/01/2022",453700000
"4945","2022-1","1/01/2022",424200000
"4946","2022-1","1/01/2022",480253438
"4947","2022-1","1/01/2022",389687776
"4948","2022-1","1/01/2022",421460217
"4949","2022-1","1/01/2022",921540309
"4950","2022-1","1/01/2022",162147000
"4951","2022-1","1/01/2022",180500000
"4952","2022-1","1/01/2022",260278000
"4953","2022-1","1/01/2022",505153235
"4954","2022-1","1/01/2022",333911514
"4955","2022-1","1/01/2022",6.95e+08
"4956","2022-1","1/01/2022",3.62e+08
"4957","2022-1","1/01/2022",3.82e+08
"4958","2022-1","1/01/2022",1.88e+08
"4959","2022-1","1/01/2022",94900000
"4960","2022-1","1/01/2022",1.48e+08
"4961","2022-1","1/01/2022",1.7e+08
"4962","2022-1","1/01/2022",288100000
"4963","2022-1","1/01/2022",457649278
"4964","2022-1","1/01/2022",282440000
"4965","2022-1","1/01/2022",219130000
"4966","2022-1","1/01/2022",295813000
"4967","2022-1","1/01/2022",421100000
"4968","2022-1","1/01/2022",3.48e+08
"4969","2022-1","1/01/2022",779625000
"4970","2022-1","1/01/2022",8.4e+07
"4971","2022-1","1/01/2022",119680000
"4972","2022-1","1/01/2022",7.5e+08
"4973","2022-1","1/01/2022",143850000
"4974","2022-1","1/01/2022",901132556
"4975","2022-1","1/01/2022",1.45e+08
"4976","2022-1","1/01/2022",1.5e+08
"4977","2022-1","1/01/2022",399100000
"4978","2022-1","1/01/2022",422100000
"4979","2022-1","1/01/2022",1.94e+09
"4980","2022-1","1/01/2022",1.832e+09
"4981","2022-1","1/01/2022",320500000
"4982","2022-1","1/01/2022",414944600
"4983","2022-1","1/01/2022",247500000
"4984","2022-1","1/01/2022",298212000
"4985","2022-1","1/01/2022",305100000
"4986","2022-1","1/01/2022",1.12e+08
"4987","2022-1","1/01/2022",4.15e+08
"4988","2022-1","1/01/2022",828470000
"4989","2022-1","1/01/2022",179600000
"4990","2022-1","1/01/2022",174400000
"4991","2022-1","1/01/2022",179600000
"4992","2022-1","1/01/2022",179600000
"4993","2022-1","1/01/2022",179600000
"4994","2022-1","1/01/2022",574700000
"4995","2022-1","1/01/2022",232200000
"4996","2022-1","1/01/2022",233800000
"4997","2022-1","1/01/2022",278400000
"4998","2022-1","1/01/2022",251600000
"4999","2022-1","1/01/2022",301693156
"5000","2022-1","1/01/2022",662938752
"5001","2022-1","1/01/2022",1.64e+08
"5002","2022-1","1/01/2022",1.25e+08
"5003","2022-1","1/01/2022",5.55e+08
"5004","2022-1","1/01/2022",1.35e+08
"5005","2022-1","1/01/2022",1.8e+09
"5006","2022-1","1/01/2022",319600000
"5007","2022-1","1/01/2022",390390382
"5008","2022-1","1/01/2022",129193640
"5009","2022-1","1/01/2022",363857000
"5010","2022-1","1/01/2022",204600000
"5011","2022-1","1/01/2022",1.55e+09
"5012","2022-1","1/01/2022",199206000
"5013","2022-2","1/02/2022",5.4e+07
"5014","2022-1","1/01/2022",891108000
"5015","2022-1","1/01/2022",497080000
"5016","2022-1","1/01/2022",7.36e+08
"5017","2022-1","1/01/2022",1.21e+08
"5018","2022-1","1/01/2022",1.49e+08
"5019","2022-1","1/01/2022",483619402
"5020","2022-1","1/01/2022",519976256
"5021","2022-1","1/01/2022",1.5e+08
"5022","2022-1","1/01/2022",344500000
"5023","2022-1","1/01/2022",379500000
"5024","2022-1","1/01/2022",321222200
"5025","2022-1","1/01/2022",6.35e+08
"5026","2022-1","1/01/2022",335103000
"5027","2022-1","1/01/2022",1.6e+08
"5028","2022-1","1/01/2022",1.7e+08
"5029","2022-1","1/01/2022",446520000
"5030","2022-1","1/01/2022",347490000
"5031","2022-1","1/01/2022",179600000
"5032","2022-1","1/01/2022",1532324185
"5033","2022-1","1/01/2022",1162100000
"5034","2022-1","1/01/2022",746775094
"5035","2022-1","1/01/2022",477700000
"5036","2022-1","1/01/2022",430400000
"5037","2022-1","1/01/2022",535455382
"5038","2022-1","1/01/2022",1371075000
"5039","2022-1","1/01/2022",157920000
"5040","2022-1","1/01/2022",1118463000
"5041","2022-1","1/01/2022",932734000
"5042","2022-1","1/01/2022",1.37e+08
"5043","2022-1","1/01/2022",146960000
"5044","2022-1","1/01/2022",343566552
"5045","2022-1","1/01/2022",146469000
"5046","2022-1","1/01/2022",4.8e+08
"5047","2022-1","1/01/2022",2.91e+08
"5048","2022-1","1/01/2022",141500000
"5049","2022-1","1/01/2022",2.37e+08
"5050","2022-1","1/01/2022",339004803
"5051","2022-1","1/01/2022",205372039
"5052","2022-1","1/01/2022",271760000
"5053","2022-1","1/01/2022",410852000
"5054","2022-1","1/01/2022",360598000
"5055","2022-1","1/01/2022",238312500
"5056","2022-1","1/01/2022",3.1e+08
"5057","2022-1","1/01/2022",124830000
"5058","2022-1","1/01/2022",572699136
"5059","2022-1","1/01/2022",1.2e+09
"5060","2022-1","1/01/2022",509073500
"5061","2022-1","1/01/2022",527604820
"5062","2022-1","1/01/2022",3.56e+08
"5063","2022-1","1/01/2022",465034000
"5064","2022-1","1/01/2022",2.6e+09
"5065","2022-1","1/01/2022",234500000
"5066","2022-1","1/01/2022",280100000
"5067","2022-1","1/01/2022",142411000
"5068","2022-1","1/01/2022",358024000
"5069","2022-1","1/01/2022",207900000
"5070","2022-1","1/01/2022",635200000
"5071","2022-1","1/01/2022",254065500
"5072","2022-1","1/01/2022",1.57e+08
"5073","2022-1","1/01/2022",9.64e+08
"5074","2022-1","1/01/2022",2.25e+09
"5075","2022-1","1/01/2022",4.8e+08
"5076","2022-1","1/01/2022",4.35e+08
"5077","2022-1","1/01/2022",1.169e+09
"5078","2022-1","1/01/2022",5.33e+08
"5079","2022-1","1/01/2022",84900000
"5080","2022-1","1/01/2022",8.3e+07
"5081","2022-1","1/01/2022",542252696
"5082","2022-1","1/01/2022",655045200
"5083","2022-1","1/01/2022",141635748
"5084","2022-1","1/01/2022",317628000
"5085","2022-1","1/01/2022",1.58e+08
"5086","2022-1","1/01/2022",246467604
"5087","2022-1","1/01/2022",306052302
"5088","2022-1","1/01/2022",432730000
"5089","2022-1","1/01/2022",521850000
"5090","2022-1","1/01/2022",235196000
"5091","2022-1","1/01/2022",163800000
"5092","2022-1","1/01/2022",170130000
"5093","2022-1","1/01/2022",93280000
"5094","2022-1","1/01/2022",850070000
"5095","2022-1","1/01/2022",394368000
"5096","2022-1","1/01/2022",144555526
"5097","2022-1","1/01/2022",1.41e+08
"5098","2022-1","1/01/2022",1e+09
"5099","2022-1","1/01/2022",360650000
"5100","2022-1","1/01/2022",3.88e+08
"5101","2022-1","1/01/2022",280600000
"5102","2022-1","1/01/2022",278360000
"5103","2022-1","1/01/2022",332411930
"5104","2022-1","1/01/2022",508124500
"5105","2022-1","1/01/2022",157500000
"5106","2022-1","1/01/2022",6e+07
"5107","2022-1","1/01/2022",494261000
"5108","2022-1","1/01/2022",4.29e+08
"5109","2022-1","1/01/2022",507477000
"5110","2022-1","1/01/2022",828782500
"5111","2022-1","1/01/2022",571100000
"5112","2022-1","1/01/2022",5.84e+08
"5113","2022-1","1/01/2022",8.75e+08
"5114","2022-1","1/01/2022",295900000
"5115","2022-1","1/01/2022",708045582
"5116","2022-1","1/01/2022",1.35e+08
"5117","2022-1","1/01/2022",1.445e+09
"5118","2022-1","1/01/2022",861020000
"5119","2022-1","1/01/2022",277803000
"5120","2022-1","1/01/2022",228076000
"5121","2022-1","1/01/2022",1.509e+09
"5122","2022-1","1/01/2022",9e+07
"5123","2022-1","1/01/2022",1.55e+08
"5124","2022-1","1/01/2022",4.58e+08
"5125","2022-1","1/01/2022",8e+07
"5126","2022-1","1/01/2022",9.5e+08
"5127","2022-1","1/01/2022",149040000
"5128","2022-1","1/01/2022",6.5e+07
"5129","2022-1","1/01/2022",3.038e+09
"5130","2022-1","1/01/2022",2.915e+09
"5131","2022-1","1/01/2022",1.712e+09
"5132","2022-1","1/01/2022",3.871e+09
"5133","2022-1","1/01/2022",1.35e+08
"5134","2022-1","1/01/2022",114500000
"5135","2022-1","1/01/2022",1.38e+08
"5136","2022-1","1/01/2022",380656000
"5137","2022-1","1/01/2022",295761000
"5138","2022-1","1/01/2022",311807500
"5139","2022-1","1/01/2022",255478000
"5140","2022-1","1/01/2022",403266905
"5141","2022-1","1/01/2022",1.03e+08
"5142","2022-1","1/01/2022",158426000
"5143","2022-1","1/01/2022",251034187
"5144","2022-1","1/01/2022",751150000
"5145","2022-1","1/01/2022",2.85e+08
"5146","2022-1","1/01/2022",256626000
"5147","2022-1","1/01/2022",160425000
"5148","2022-1","1/01/2022",216176000
"5149","2022-1","1/01/2022",315658769
"5150","2022-1","1/01/2022",408345000
"5151","2022-1","1/01/2022",251240000
"5152","2022-1","1/01/2022",236400000
"5153","2022-1","1/01/2022",165375000
"5154","2022-1","1/01/2022",494750000
"5155","2022-1","1/01/2022",458888000
"5156","2022-1","1/01/2022",924264000
"5157","2022-1","1/01/2022",365309000
"5158","2022-1","1/01/2022",3.98e+08
"5159","2022-1","1/01/2022",8.57e+08
"5160","2022-1","1/01/2022",6.85e+08
"5161","2022-1","1/01/2022",1.309e+09
"5162","2022-1","1/01/2022",612180000
"5163","2022-1","1/01/2022",734292800
"5164","2022-1","1/01/2022",2.14e+08
"5165","2022-1","1/01/2022",6.74e+08
"5166","2022-1","1/01/2022",354450000
"5167","2022-1","1/01/2022",5.42e+08
"5168","2022-1","1/01/2022",4.35e+08
"5169","2022-1","1/01/2022",322813115
"5170","2022-1","1/01/2022",1.5e+08
"5171","2022-1","1/01/2022",136271900
"5172","2022-1","1/01/2022",363287000
"5173","2022-1","1/01/2022",3.73e+08
"5174","2022-1","1/01/2022",533333000
"5175","2022-1","1/01/2022",3.15e+08
"5176","2022-1","1/01/2022",9e+08
"5177","2022-1","1/01/2022",142400000
"5178","2022-1","1/01/2022",4.35e+08
"5179","2022-1","1/01/2022",3e+07
"5180","2022-1","1/01/2022",129417000
"5181","2022-1","1/01/2022",1705808000
"5182","2022-1","1/01/2022",581839694
"5183","2022-1","1/01/2022",1.1e+08
"5184","2022-1","1/01/2022",3.15e+08
"5185","2022-1","1/01/2022",114500000
"5186","2022-1","1/01/2022",208307000
"5187","2022-1","1/01/2022",363681000
"5188","2022-1","1/01/2022",311089000
"5189","2022-1","1/01/2022",1.716e+09
"5190","2022-1","1/01/2022",394447000
"5191","2022-1","1/01/2022",9e+08
"5192","2022-1","1/01/2022",145988000
"5193","2022-1","1/01/2022",742459000
"5194","2022-1","1/01/2022",368500000
"5195","2022-1","1/01/2022",2.04e+08
"5196","2022-1","1/01/2022",1.85e+08
"5197","2022-1","1/01/2022",580500000
"5198","2022-1","1/01/2022",286199941
"5199","2022-1","1/01/2022",144555526
"5200","2022-1","1/01/2022",425568510
"5201","2022-1","1/01/2022",135500000
"5202","2022-1","1/01/2022",249680000
"5203","2022-1","1/01/2022",7e+08
"5204","2022-1","1/01/2022",310256400
"5205","2022-1","1/01/2022",370956500
"5206","2022-1","1/01/2022",639638500
"5207","2022-1","1/01/2022",165375000
"5208","2022-1","1/01/2022",157300000
"5209","2022-1","1/01/2022",451737747
"5210","2022-1","1/01/2022",453064865
"5211","2022-1","1/01/2022",494635000
"5212","2022-2","1/02/2022",236090000
"5213","2022-1","1/01/2022",503777000
"5214","2022-1","1/01/2022",562281000
"5215","2022-1","1/01/2022",566281000
"5216","2022-1","1/01/2022",9.56e+08
"5217","2022-1","1/01/2022",860052000
"5218","2022-1","1/01/2022",4.1e+08
"5219","2022-1","1/01/2022",458516000
"5220","2022-1","1/01/2022",134800000
"5221","2022-1","1/01/2022",333800000
"5222","2022-1","1/01/2022",4.32e+08
"5223","2022-1","1/01/2022",2.26e+08
"5224","2022-1","1/01/2022",9.92e+08
"5225","2022-1","1/01/2022",1.49e+08
"5226","2022-1","1/01/2022",272785000
"5227","2022-1","1/01/2022",2.17e+08
"5228","2022-1","1/01/2022",349221000
"5229","2022-1","1/01/2022",3.92e+08
"5230","2022-1","1/01/2022",1.086e+09
"5231","2022-1","1/01/2022",311855000
"5232","2022-1","1/01/2022",4.41e+08
"5233","2022-1","1/01/2022",383650000
"5234","2022-1","1/01/2022",332926000
"5235","2022-1","1/01/2022",1.49e+08
"5236","2022-1","1/01/2022",2.13e+08
"5237","2022-1","1/01/2022",6.05e+08
"5238","2022-1","1/01/2022",204758260
"5239","2022-1","1/01/2022",1.6e+08
"5240","2022-1","1/01/2022",1687200000
"5241","2022-1","1/01/2022",1.1e+08
"5242","2022-1","1/01/2022",406200000
"5243","2022-1","1/01/2022",9e+08
"5244","2022-1","1/01/2022",4e+07
"5245","2022-1","1/01/2022",3.3e+08
"5246","2022-2","1/02/2022",92928000
"5247","2022-1","1/01/2022",786436000
"5248","2022-1","1/01/2022",62737500
"5249","2022-1","1/01/2022",3.076e+09
"5250","2022-1","1/01/2022",2.355e+09
"5251","2022-1","1/01/2022",2.863e+09
"5252","2022-1","1/01/2022",7.294e+09
"5253","2022-1","1/01/2022",148500000
"5254","2022-1","1/01/2022",1.02e+08
"5255","2022-1","1/01/2022",110989000
"5256","2022-1","1/01/2022",2.39e+08
"5257","2022-1","1/01/2022",1.97e+08
"5258","2022-1","1/01/2022",148306000
"5259","2022-1","1/01/2022",350560750
"5260","2022-1","1/01/2022",251144000
"5261","2022-1","1/01/2022",333740010
"5262","2022-1","1/01/2022",605148891
"5263","2022-1","1/01/2022",309072119
"5264","2022-1","1/01/2022",372271031
"5265","2022-1","1/01/2022",390571500
"5266","2022-1","1/01/2022",559692000
"5267","2022-1","1/01/2022",407906000
"5268","2022-1","1/01/2022",390392000
"5269","2022-1","1/01/2022",1.42e+09
"5270","2022-1","1/01/2022",367976000
"5271","2022-1","1/01/2022",197400000
"5272","2022-1","1/01/2022",6.55e+08
"5273","2022-1","1/01/2022",970200000
"5274","2022-1","1/01/2022",503800000
"5275","2022-1","1/01/2022",5.08e+08
"5276","2022-1","1/01/2022",261767000
"5277","2022-1","1/01/2022",239950000
"5278","2022-1","1/01/2022",332590000
"5279","2022-1","1/01/2022",142149000
"5280","2022-1","1/01/2022",7.29e+08
"5281","2022-1","1/01/2022",318900000
"5282","2022-1","1/01/2022",501355000
"5283","2022-1","1/01/2022",5.51e+08
"5284","2022-1","1/01/2022",1.65e+08
"5285","2022-1","1/01/2022",564500000
"5286","2022-1","1/01/2022",134256000
"5287","2022-1","1/01/2022",129815400
"5288","2022-1","1/01/2022",202193920
"5289","2022-1","1/01/2022",147139200
"5290","2022-1","1/01/2022",921802950
"5291","2022-1","1/01/2022",1.421e+09
"5292","2022-1","1/01/2022",2.45e+09
"5293","2022-1","1/01/2022",1.742e+09
"5294","2022-1","1/01/2022",2.25e+09
"5295","2022-1","1/01/2022",2.49e+08
"5296","2022-1","1/01/2022",1.4e+08
"5297","2022-1","1/01/2022",210616000
"5298","2022-1","1/01/2022",168540000
"5299","2022-1","1/01/2022",385502500
"5300","2022-1","1/01/2022",1.05e+08
"5301","2022-1","1/01/2022",490068374
"5302","2022-1","1/01/2022",379800000
"5303","2022-1","1/01/2022",1.85e+08
"5304","2022-1","1/01/2022",620535000
"5305","2022-1","1/01/2022",5.47e+08
"5306","2022-1","1/01/2022",5.33e+08
"5307","2022-1","1/01/2022",463486800
"5308","2022-1","1/01/2022",3.43e+08
"5309","2022-1","1/01/2022",516856000
"5310","2022-1","1/01/2022",581750000
"5311","2022-1","1/01/2022",581052000
"5312","2022-1","1/01/2022",3.68e+08
"5313","2022-1","1/01/2022",443042500
"5314","2022-1","1/01/2022",498765680
"5315","2022-1","1/01/2022",193007000
"5316","2022-1","1/01/2022",200134800
"5317","2022-1","1/01/2022",302227700
"5318","2022-1","1/01/2022",1.01e+09
"5319","2022-1","1/01/2022",369740000
"5320","2022-1","1/01/2022",3.15e+08
"5321","2022-1","1/01/2022",199411400
"5322","2022-1","1/01/2022",243898600
"5323","2022-1","1/01/2022",3.55e+08
"5324","2022-1","1/01/2022",227300800
"5325","2022-1","1/01/2022",545382000
"5326","2022-1","1/01/2022",9.1e+07
"5327","2022-1","1/01/2022",264323751
"5328","2022-1","1/01/2022",326293760
"5329","2022-1","1/01/2022",601165995
"5330","2022-1","1/01/2022",3.849e+09
"5331","2022-1","1/01/2022",107200000
"5332","2022-1","1/01/2022",6.9e+07
"5333","2022-1","1/01/2022",1.1e+08
"5334","2022-1","1/01/2022",212326500
"5335","2022-1","1/01/2022",239717500
"5336","2022-1","1/01/2022",854891000
"5337","2022-1","1/01/2022",1.59e+08
"5338","2022-1","1/01/2022",724075000
"5339","2022-1","1/01/2022",484265219
"5340","2022-1","1/01/2022",442841278
"5341","2022-1","1/01/2022",258480000
"5342","2022-1","1/01/2022",208569600
"5343","2022-1","1/01/2022",711852000
"5344","2022-1","1/01/2022",533398000
"5345","2022-1","1/01/2022",590500000
"5346","2022-1","1/01/2022",582863000
"5347","2022-1","1/01/2022",325101900
"5348","2022-1","1/01/2022",7e+08
"5349","2022-1","1/01/2022",425223226
"5350","2022-1","1/01/2022",452423500
"5351","2022-1","1/01/2022",513262940
"5352","2022-1","1/01/2022",707596000
"5353","2022-1","1/01/2022",769927500
"5354","2022-1","1/01/2022",2.12e+08
"5355","2022-1","1/01/2022",475225500
"5356","2022-1","1/01/2022",223200100
"5357","2022-1","1/01/2022",1.74e+08
"5358","2022-1","1/01/2022",312950000
"5359","2022-1","1/01/2022",3.14e+08
"5360","2022-1","1/01/2022",268242500
"5361","2022-1","1/01/2022",766956000
"5362","2022-1","1/01/2022",307679000
"5363","2022-1","1/01/2022",3.21e+08
"5364","2022-1","1/01/2022",283330894
"5365","2022-1","1/01/2022",1.02e+09
"5366","2022-1","1/01/2022",585181599
"5367","2022-1","1/01/2022",135063600
"5368","2022-1","1/01/2022",1.41e+08
"5369","2022-1","1/01/2022",4.53e+08
"5370","2022-1","1/01/2022",500700000
"5371","2022-1","1/01/2022",696321211
"5372","2022-1","1/01/2022",9.8e+07
"5373","2022-1","1/01/2022",822894000
"5374","2022-1","1/01/2022",2.994e+09
"5375","2022-1","1/01/2022",1.608e+09
"5376","2022-1","1/01/2022",1.144e+09
"5377","2022-1","1/01/2022",1.676e+09
"5378","2022-1","1/01/2022",1.35e+08
"5379","2022-1","1/01/2022",1.87e+08
"5380","2022-1","1/01/2022",329349000
"5381","2022-1","1/01/2022",9.35e+08
"5382","2022-1","1/01/2022",360927147
"5383","2022-1","1/01/2022",281700000
"5384","2022-1","1/01/2022",3.4e+08
"5385","2022-1","1/01/2022",310792734
"5386","2022-1","1/01/2022",1.41e+08
"5387","2022-1","1/01/2022",178236700
"5388","2022-1","1/01/2022",1.45e+08
"5389","2022-1","1/01/2022",324600000
"5390","2022-1","1/01/2022",473993550
"5391","2022-1","1/01/2022",7.65e+08
"5392","2022-1","1/01/2022",218280000
"5393","2022-1","1/01/2022",168435300
"5394","2022-1","1/01/2022",406345500
"5395","2022-1","1/01/2022",479223000
"5396","2022-1","1/01/2022",444531000
"5397","2022-1","1/01/2022",404261000
"5398","2022-1","1/01/2022",497612000
"5399","2022-1","1/01/2022",1.72e+09
"5400","2022-1","1/01/2022",508305000
"5401","2022-1","1/01/2022",446755000
"5402","2022-1","1/01/2022",275688000
"5403","2022-1","1/01/2022",369400000
"5404","2022-1","1/01/2022",340958000
"5405","2022-1","1/01/2022",573914100
"5406","2022-1","1/01/2022",2e+08
"5407","2022-1","1/01/2022",4.48e+08
"5408","2022-1","1/01/2022",246791600
"5409","2022-1","1/01/2022",356181120
"5410","2022-1","1/01/2022",3.88e+08
"5411","2022-1","1/01/2022",135200000
"5412","2022-1","1/01/2022",164208000
"5413","2022-1","1/01/2022",6.46e+08
"5414","2022-1","1/01/2022",1.5e+08
"5415","2022-1","1/01/2022",383300000
"5416","2022-1","1/01/2022",260981500
"5417","2022-1","1/01/2022",147139200
"5418","2022-1","1/01/2022",147423375
"5419","2022-1","1/01/2022",696575504
"5420","2022-1","1/01/2022",8.3e+07
"5421","2022-1","1/01/2022",605590000
"5422","2022-1","1/01/2022",1.674e+09
"5423","2022-1","1/01/2022",101300000
"5424","2022-1","1/01/2022",147704000
"5425","2022-1","1/01/2022",336595000
"5426","2022-1","1/01/2022",1.12e+08
"5427","2022-1","1/01/2022",216935000
"5428","2022-1","1/01/2022",312928000
"5429","2022-1","1/01/2022",317281000
"5430","2022-1","1/01/2022",184442600
"5431","2022-1","1/01/2022",497193097
"5432","2022-1","1/01/2022",895197000
"5433","2022-1","1/01/2022",600650000
"5434","2022-1","1/01/2022",244367000
"5435","2022-1","1/01/2022",246528000
"5436","2022-1","1/01/2022",3e+08
"5437","2022-1","1/01/2022",614500000
"5438","2022-1","1/01/2022",144555526
"5439","2022-1","1/01/2022",360625199
"5440","2022-1","1/01/2022",378735000
"5441","2022-1","1/01/2022",249680000
"5442","2022-1","1/01/2022",740732500
"5443","2022-1","1/01/2022",6.08e+08
"5444","2022-1","1/01/2022",945052000
"5445","2022-1","1/01/2022",232529000
"5446","2022-1","1/01/2022",418358000
"5447","2022-1","1/01/2022",1.41e+08
"5448","2022-1","1/01/2022",328356000
"5449","2022-1","1/01/2022",551900000
"5450","2022-1","1/01/2022",501281550
"5451","2022-1","1/01/2022",241890000
"5452","2022-1","1/01/2022",2.6e+08
"5453","2022-1","1/01/2022",4.13e+08
"5454","2022-1","1/01/2022",2511785000
"5455","2022-1","1/01/2022",352157000
"5456","2022-1","1/01/2022",299400000
"5457","2022-1","1/01/2022",739204200
"5458","2022-1","1/01/2022",164716000
"5459","2022-1","1/01/2022",151258375
"5460","2022-1","1/01/2022",9.68e+08
"5461","2022-1","1/01/2022",490760000
"5462","2022-1","1/01/2022",294400000
"5463","2022-1","1/01/2022",362200000
"5464","2022-1","1/01/2022",437228000
"5465","2022-1","1/01/2022",331200000
"5466","2022-1","1/01/2022",97800000
"5467","2022-1","1/01/2022",427500000
"5468","2022-1","1/01/2022",141750000
"5469","2022-1","1/01/2022",421919925
"5470","2022-1","1/01/2022",4589509800
"5471","2022-1","1/01/2022",7.4e+08
"5472","2022-1","1/01/2022",1.4e+08
"5473","2022-1","1/01/2022",380843000
"5474","2022-1","1/01/2022",767354000
"5475","2022-1","1/01/2022",548887160
"5476","2022-1","1/01/2022",238935214
"5477","2022-1","1/01/2022",230563000
"5478","2022-1","1/01/2022",494606000
"5479","2022-1","1/01/2022",479588000
"5480","2022-1","1/01/2022",728200000
"5481","2022-1","1/01/2022",8.03e+08
"5482","2022-1","1/01/2022",266800000
"5483","2022-1","1/01/2022",4.7e+07
"5484","2022-1","1/01/2022",143500000
"5485","2022-1","1/01/2022",316700000
"5486","2022-1","1/01/2022",457897190
"5487","2022-1","1/01/2022",6.15e+08
"5488","2022-1","1/01/2022",144900000
"5489","2022-1","1/01/2022",1.28e+08
"5490","2022-1","1/01/2022",2.6e+08
"5491","2022-1","1/01/2022",1.72e+08
"5492","2022-1","1/01/2022",86900000
"5493","2022-1","1/01/2022",1.37e+08
"5494","2022-1","1/01/2022",458030000
"5495","2022-1","1/01/2022",98500000
"5496","2022-1","1/01/2022",296672000
"5497","2022-1","1/01/2022",512600000
"5498","2022-1","1/01/2022",109970000
"5499","2022-1","1/01/2022",201915000
"5500","2022-1","1/01/2022",138900000
"5501","2022-1","1/01/2022",3.9e+08
"5502","2022-1","1/01/2022",143500000
"5503","2022-1","1/01/2022",89500000
"5504","2022-1","1/01/2022",291915500
"5505","2022-1","1/01/2022",412131630
"5506","2022-1","1/01/2022",314680058
"5507","2022-1","1/01/2022",7.1e+08
"5508","2022-1","1/01/2022",5.45e+08
"5509","2022-1","1/01/2022",168540000
"5510","2022-1","1/01/2022",117080000
"5511","2022-1","1/01/2022",338210000
"5512","2022-1","1/01/2022",352870000
"5513","2022-1","1/01/2022",544262119
"5514","2022-1","1/01/2022",520918000
"5515","2022-1","1/01/2022",433979000
"5516","2022-1","1/01/2022",400230000
"5517","2022-1","1/01/2022",372153000
"5518","2022-1","1/01/2022",3.27e+08
"5519","2022-1","1/01/2022",480537000
"5520","2022-1","1/01/2022",307600000
"5521","2022-1","1/01/2022",269937500
"5522","2022-1","1/01/2022",3.22e+08
"5523","2022-1","1/01/2022",304800000
"5524","2022-1","1/01/2022",7e+07
"5525","2022-1","1/01/2022",752641646
"5526","2022-1","1/01/2022",88300000
"5527","2022-1","1/01/2022",5.83e+08
"5528","2022-1","1/01/2022",116075321
"5529","2022-1","1/01/2022",1.12e+08
"5530","2022-1","1/01/2022",287320000
"5531","2022-1","1/01/2022",126500000
"5532","2022-1","1/01/2022",272230000
"5533","2022-1","1/01/2022",7015982150
