"","periodo","periodo_fecha","precios"
"7815","2022-1","1/01/2022",2.65e+08
"7816","2022-1","1/01/2022",9e+07
"7817","2022-1","1/01/2022",1.41e+08
"7818","2022-1","1/01/2022",1.19e+08
"7819","2022-1","1/01/2022",1.49e+08
"7820","2022-1","1/01/2022",513792500
"7821","2022-1","1/01/2022",1133452888
"7822","2022-1","1/01/2022",2054200101
"7823","2022-1","1/01/2022",1125375000
"7824","2022-1","1/01/2022",1.15e+08
"7825","2022-1","1/01/2022",231560000
"7826","2022-1","1/01/2022",1.86e+08
"7827","2022-1","1/01/2022",152997000
"7828","2022-1","1/01/2022",252876000
"7829","2022-1","1/01/2022",1697484000
"7830","2022-1","1/01/2022",186822000
"7831","2022-1","1/01/2022",298336000
"7832","2022-1","1/01/2022",321112000
"7833","2022-1","1/01/2022",6.1e+08
"7834","2022-1","1/01/2022",819561200
"7835","2022-1","1/01/2022",1257736500
"7836","2022-1","1/01/2022",1468393500
"7837","2022-1","1/01/2022",358500750
"7838","2022-1","1/01/2022",300730000
"7839","2022-1","1/01/2022",2.87e+08
"7840","2022-1","1/01/2022",5.9e+08
"7841","2022-1","1/01/2022",2.88e+08
"7842","2022-1","1/01/2022",542587000
"7843","2022-1","1/01/2022",1356381000
"7844","2022-1","1/01/2022",955308000
"7845","2022-1","1/01/2022",1.74e+08
"7846","2022-1","1/01/2022",1.383e+09
"7847","2022-1","1/01/2022",615225000
"7848","2022-1","1/01/2022",307377950
"7849","2022-1","1/01/2022",112500000
"7850","2022-1","1/01/2022",137300000
"7851","2022-1","1/01/2022",532232000
"7852","2022-1","1/01/2022",6.8e+08
"7853","2022-1","1/01/2022",921970000
"7854","2022-1","1/01/2022",362505000
"7855","2022-1","1/01/2022",183910000
"7856","2022-1","1/01/2022",1875899000
"7857","2022-1","1/01/2022",621969000
"7858","2022-1","1/01/2022",294882000
"7859","2022-1","1/01/2022",580320000
"7860","2022-1","1/01/2022",1.621e+09
"7861","2022-1","1/01/2022",786568000
"7862","2022-1","1/01/2022",667914100
"7863","2022-1","1/01/2022",228808000
"7864","2022-1","1/01/2022",1.35e+08
"7865","2022-1","1/01/2022",744240550
"7866","2022-1","1/01/2022",110920000
"7867","2022-1","1/01/2022",430935960
"7868","2022-1","1/01/2022",6.52e+08
"7869","2022-1","1/01/2022",827232000
"7870","2022-1","1/01/2022",4.28e+08
"7871","2022-1","1/01/2022",267867446
"7872","2022-1","1/01/2022",8.5e+08
"7873","2022-1","1/01/2022",414261000
"7874","2022-1","1/01/2022",128034000
"7875","2022-1","1/01/2022",254850000
"7876","2022-1","1/01/2022",241300000
"7877","2022-1","1/01/2022",5.7e+08
"7878","2022-1","1/01/2022",122414731
"7879","2022-1","1/01/2022",4.8e+08
"7880","2022-1","1/01/2022",199469400
"7881","2022-1","1/01/2022",1.35e+09
"7882","2022-1","1/01/2022",49900000
"7883","2022-1","1/01/2022",6.25e+08
"7884","2022-1","1/01/2022",891500000
"7885","2022-1","1/01/2022",1888260815
"7886","2022-1","1/01/2022",262500000
"7887","2022-1","1/01/2022",1874682000
"7888","2022-1","1/01/2022",1.485e+09
"7889","2022-1","1/01/2022",412431184
"7890","2022-1","1/01/2022",4.14e+08
"7891","2022-1","1/01/2022",3.2e+08
"7892","2022-1","1/01/2022",3.39e+08
"7893","2022-1","1/01/2022",657144000
"7894","2022-1","1/01/2022",616530000
"7895","2022-1","1/01/2022",524600000
"7896","2022-1","1/01/2022",429610943
"7897","2022-1","1/01/2022",5.8e+08
"7898","2022-1","1/01/2022",163883540
"7899","2022-1","1/01/2022",712440150
"7900","2022-1","1/01/2022",312995000
"7901","2022-1","1/01/2022",897085000
"7902","2022-1","1/01/2022",3.41e+08
"7903","2022-1","1/01/2022",321065000
"7904","2022-1","1/01/2022",1.445e+09
"7905","2022-1","1/01/2022",635256746
"7906","2022-1","1/01/2022",7.44e+08
"7907","2022-1","1/01/2022",531241000
"7908","2022-1","1/01/2022",194025000
"7909","2022-1","1/01/2022",199500000
"7910","2022-1","1/01/2022",500794000
"7911","2022-1","1/01/2022",1164014000
"7912","2022-1","1/01/2022",342412000
"7913","2022-1","1/01/2022",1.15e+08
"7914","2022-1","1/01/2022",522776561
"7915","2022-1","1/01/2022",129060671
"7916","2022-1","1/01/2022",118503405
"7917","2022-1","1/01/2022",1.1e+09
"7918","2022-1","1/01/2022",468136960
"7919","2022-1","1/01/2022",464485000
"7920","2022-1","1/01/2022",562500000
"7921","2022-1","1/01/2022",89900000
"7922","2022-1","1/01/2022",535484000
"7923","2022-1","1/01/2022",384128000
"7924","2022-1","1/01/2022",727026507
"7925","2022-1","1/01/2022",209160000
"7926","2022-1","1/01/2022",381864914
"7927","2022-1","1/01/2022",1200450000
"7928","2022-1","1/01/2022",1038790000
"7929","2022-1","1/01/2022",159900000
"7930","2022-1","1/01/2022",3.82e+08
"7931","2022-1","1/01/2022",451008000
"7932","2022-1","1/01/2022",164052000
"7933","2022-1","1/01/2022",488578000
"7934","2022-1","1/01/2022",449451010
"7935","2022-1","1/01/2022",734026000
"7936","2022-1","1/01/2022",999604000
"7937","2022-1","1/01/2022",633600000
"7938","2022-1","1/01/2022",654600000
"7939","2022-1","1/01/2022",168251920
"7940","2022-1","1/01/2022",570064000
"7941","2022-1","1/01/2022",443177800
"7942","2022-1","1/01/2022",2.74e+08
"7943","2022-1","1/01/2022",279079326
"7944","2022-1","1/01/2022",526062000
"7945","2022-1","1/01/2022",147400000
"7946","2022-1","1/01/2022",191197500
"7947","2022-1","1/01/2022",3.75e+08
"7948","2022-1","1/01/2022",147900000
"7949","2022-1","1/01/2022",6.15e+08
"7950","2022-1","1/01/2022",1.82e+08
"7951","2022-1","1/01/2022",2.95e+08
"7952","2022-1","1/01/2022",338439400
"7953","2022-1","1/01/2022",245060400
"7954","2022-1","1/01/2022",479474000
"7955","2022-1","1/01/2022",217464765
"7956","2022-1","1/01/2022",1.54e+08
"7957","2022-1","1/01/2022",504406779
"7958","2022-1","1/01/2022",56500000
"7959","2022-1","1/01/2022",141980000
"7960","2022-1","1/01/2022",637948000
"7961","2022-1","1/01/2022",405900000
"7962","2022-1","1/01/2022",8.99e+08
"7963","2022-1","1/01/2022",5.8e+08
"7964","2022-1","1/01/2022",113995000
"7965","2022-1","1/01/2022",1.51e+08
"7966","2022-1","1/01/2022",979925000
"7967","2022-1","1/01/2022",1061233000
"7968","2022-1","1/01/2022",290784000
"7969","2022-1","1/01/2022",86750000
"7970","2022-1","1/01/2022",2182978500
"7971","2022-1","1/01/2022",309970000
"7972","2022-1","1/01/2022",460181389
"7973","2022-1","1/01/2022",354728153
"7974","2022-1","1/01/2022",363149314
"7975","2022-1","1/01/2022",2.44e+08
"7976","2022-1","1/01/2022",934085000
"7977","2022-1","1/01/2022",9.13e+08
"7978","2022-1","1/01/2022",304100000
"7979","2022-1","1/01/2022",6.6e+08
"7980","2022-1","1/01/2022",6.3e+08
"7981","2022-1","1/01/2022",1.1e+08
"7982","2022-1","1/01/2022",647844000
"7983","2022-1","1/01/2022",5.72e+08
"7984","2022-1","1/01/2022",749735522
"7985","2022-1","1/01/2022",111940000
"7986","2022-1","1/01/2022",5.9e+08
"7987","2022-1","1/01/2022",1.318e+09
"7988","2022-1","1/01/2022",4.1e+08
"7989","2022-1","1/01/2022",4.38e+08
"7990","2022-1","1/01/2022",4.68e+08
"7991","2022-1","1/01/2022",355965000
"7992","2022-1","1/01/2022",279547915
"7993","2022-1","1/01/2022",602463320
"7994","2022-1","1/01/2022",519218900
"7995","2022-1","1/01/2022",2.89e+08
"7996","2022-1","1/01/2022",1.82e+08
"7997","2022-1","1/01/2022",1.82e+08
"7998","2022-1","1/01/2022",202518000
"7999","2022-1","1/01/2022",729522000
"8000","2022-1","1/01/2022",355104050
"8001","2022-1","1/01/2022",514440000
"8002","2022-1","1/01/2022",95150000
"8003","2022-1","1/01/2022",9.5e+07
"8004","2022-1","1/01/2022",1.54e+08
"8005","2022-1","1/01/2022",1.55e+08
"8006","2022-1","1/01/2022",1.55e+08
"8007","2022-1","1/01/2022",806625000
"8008","2022-1","1/01/2022",5.9e+08
"8009","2022-1","1/01/2022",96750000
"8010","2022-1","1/01/2022",88790000
"8011","2022-1","1/01/2022",358896000
"8012","2022-1","1/01/2022",1.18e+08
"8013","2022-1","1/01/2022",1.35e+08
"8014","2022-1","1/01/2022",1156054000
"8015","2022-1","1/01/2022",975165000
"8016","2022-1","1/01/2022",1.35e+08
"8017","2022-1","1/01/2022",765932200
"8018","2022-1","1/01/2022",171075200
"8019","2022-1","1/01/2022",1.26e+09
"8020","2022-1","1/01/2022",153820000
"8021","2022-1","1/01/2022",1.59e+08
"8022","2022-1","1/01/2022",1.53e+08
"8023","2022-1","1/01/2022",1.53e+08
"8024","2022-1","1/01/2022",337454000
"8025","2022-1","1/01/2022",198193264
"8026","2022-1","1/01/2022",574824000
"8027","2022-1","1/01/2022",1203364500
"8028","2022-1","1/01/2022",359730000
"8029","2022-1","1/01/2022",5.03e+08
"8030","2022-1","1/01/2022",338859000
"8031","2022-1","1/01/2022",136750000
"8032","2022-1","1/01/2022",1434342000
"8033","2022-1","1/01/2022",505100000
"8034","2022-1","1/01/2022",1260813000
"8035","2022-1","1/01/2022",2.32e+08
"8036","2022-1","1/01/2022",314100000
"8037","2022-1","1/01/2022",332700000
"8038","2022-1","1/01/2022",1739328050
"8039","2022-1","1/01/2022",1.82e+08
"8040","2022-1","1/01/2022",397628331
"8041","2022-1","1/01/2022",355400000
"8042","2022-1","1/01/2022",284400000
"8043","2022-1","1/01/2022",534617000
"8044","2022-1","1/01/2022",548196000
"8045","2022-1","1/01/2022",566016850
"8046","2022-1","1/01/2022",1.97e+08
"8047","2022-1","1/01/2022",460060000
"8048","2022-1","1/01/2022",555245882
"8049","2022-1","1/01/2022",2.5e+08
"8050","2022-1","1/01/2022",1.12e+08
"8051","2022-1","1/01/2022",1031301332
"8052","2022-1","1/01/2022",274340000
"8053","2022-1","1/01/2022",152990000
"8054","2022-1","1/01/2022",604492800
"8055","2022-1","1/01/2022",331428000
"8056","2022-1","1/01/2022",346125967
"8057","2022-1","1/01/2022",385902900
"8058","2022-1","1/01/2022",700964000
"8059","2022-1","1/01/2022",1754500000
"8060","2022-1","1/01/2022",668984000
"8061","2022-1","1/01/2022",779924000
"8062","2022-1","1/01/2022",294800000
"8063","2022-1","1/01/2022",883250000
"8064","2022-1","1/01/2022",150400000
"8065","2022-1","1/01/2022",756074700
"8066","2022-1","1/01/2022",415014840
"8067","2022-1","1/01/2022",540200000
"8068","2022-1","1/01/2022",142858350
"8069","2022-1","1/01/2022",255100000
"8070","2022-1","1/01/2022",403765814
"8071","2022-1","1/01/2022",226900000
"8072","2022-1","1/01/2022",154700000
"8073","2022-1","1/01/2022",4.44e+08
"8074","2022-1","1/01/2022",599900000
"8075","2022-1","1/01/2022",349825000
"8076","2022-1","1/01/2022",640779000
"8077","2022-1","1/01/2022",131600000
"8078","2022-1","1/01/2022",807200000
"8079","2022-1","1/01/2022",880900000
"8080","2022-1","1/01/2022",147427375
"8081","2022-1","1/01/2022",249342400
"8082","2022-1","1/01/2022",230400000
"8083","2022-1","1/01/2022",355954000
"8084","2022-1","1/01/2022",4.8e+08
"8085","2022-1","1/01/2022",1.475e+09
"8086","2022-1","1/01/2022",428400000
"8087","2022-1","1/01/2022",281400000
"8088","2022-1","1/01/2022",225600000
"8089","2022-1","1/01/2022",1.35e+08
"8090","2022-1","1/01/2022",514562427
"8091","2022-1","1/01/2022",355321000
"8092","2022-1","1/01/2022",1737798000
"8093","2022-1","1/01/2022",163803750
"8094","2022-1","1/01/2022",390495397
"8095","2022-1","1/01/2022",466660000
"8096","2022-1","1/01/2022",667504000
"8097","2022-1","1/01/2022",290370932
"8098","2022-1","1/01/2022",277667160
"8099","2022-1","1/01/2022",267300000
"8100","2022-1","1/01/2022",2.83e+08
"8101","2022-1","1/01/2022",150400000
"8102","2022-1","1/01/2022",507550000
"8103","2022-1","1/01/2022",136294000
"8104","2022-1","1/01/2022",446294650
"8105","2022-1","1/01/2022",209323100
"8106","2022-1","1/01/2022",1.976e+09
"8107","2022-1","1/01/2022",1.34e+08
"8108","2022-1","1/01/2022",1702817000
"8109","2022-1","1/01/2022",148954000
"8110","2022-1","1/01/2022",428823633
"8111","2022-1","1/01/2022",214058000
"8112","2022-1","1/01/2022",219418055
"8113","2022-1","1/01/2022",235366461
"8114","2022-1","1/01/2022",138476253
"8115","2022-1","1/01/2022",318697000
"8116","2022-1","1/01/2022",4.3e+08
"8117","2022-1","1/01/2022",1.98e+08
"8118","2022-1","1/01/2022",1.18e+08
"8119","2022-1","1/01/2022",4.15e+08
"8120","2022-1","1/01/2022",3.5e+08
"8121","2022-1","1/01/2022",429415000
"8122","2022-1","1/01/2022",410558000
"8123","2022-1","1/01/2022",194226000
"8124","2022-1","1/01/2022",1.08e+08
"8125","2022-1","1/01/2022",565719432
"8126","2022-1","1/01/2022",383975000
"8127","2022-1","1/01/2022",290335800
"8128","2022-1","1/01/2022",448518000
"8129","2022-1","1/01/2022",1106053120
"8130","2022-1","1/01/2022",794220000
"8131","2022-1","1/01/2022",457200000
"8132","2022-1","1/01/2022",444100000
"8133","2022-1","1/01/2022",167500000
"8134","2022-1","1/01/2022",359175500
"8135","2022-1","1/01/2022",299490200
"8136","2022-1","1/01/2022",366752040
"8137","2022-1","1/01/2022",328175240
"8138","2022-1","1/01/2022",2.21e+08
"8139","2022-1","1/01/2022",3.56e+08
"8140","2022-1","1/01/2022",150400000
"8141","2022-1","1/01/2022",830403400
"8142","2022-1","1/01/2022",364200000
"8143","2022-1","1/01/2022",259818000
"8144","2022-1","1/01/2022",490549000
"8145","2022-1","1/01/2022",2.92e+08
"8146","2022-1","1/01/2022",461475000
"8147","2022-1","1/01/2022",204150000
"8148","2022-1","1/01/2022",182778400
"8149","2022-1","1/01/2022",167500000
"8150","2022-1","1/01/2022",4385010000
"8151","2022-1","1/01/2022",131900000
"8152","2022-1","1/01/2022",113766000
"8153","2022-1","1/01/2022",141750000
"8154","2022-1","1/01/2022",1.5e+08
"8155","2022-1","1/01/2022",468366287
"8156","2022-1","1/01/2022",513700000
"8157","2022-1","1/01/2022",249915006
"8158","2022-1","1/01/2022",151276389
"8159","2022-1","1/01/2022",8.35e+08
"8160","2022-1","1/01/2022",1.28e+09
"8161","2022-1","1/01/2022",148882500
"8162","2022-1","1/01/2022",3.64e+08
"8163","2022-1","1/01/2022",4.15e+08
"8164","2022-1","1/01/2022",214995000
"8165","2022-1","1/01/2022",252400000
"8166","2022-1","1/01/2022",249100000
"8167","2022-1","1/01/2022",327400000
"8168","2022-1","1/01/2022",118800000
"8169","2022-1","1/01/2022",3e+08
"8170","2022-1","1/01/2022",8.8e+07
"8171","2022-1","1/01/2022",63800000
"8172","2022-1","1/01/2022",167500000
"8173","2022-1","1/01/2022",552157986
"8174","2022-1","1/01/2022",472088781
"8175","2022-1","1/01/2022",451411296
"8176","2022-1","1/01/2022",240100000
"8177","2022-1","1/01/2022",140500000
"8178","2022-1","1/01/2022",356092200
"8179","2022-1","1/01/2022",307269400
"8180","2022-1","1/01/2022",7.02e+08
"8181","2022-1","1/01/2022",937648000
"8182","2022-1","1/01/2022",641347990
"8183","2022-1","1/01/2022",353813953
"8184","2022-1","1/01/2022",304685629
"8185","2022-1","1/01/2022",278396600
"8186","2022-1","1/01/2022",328175240
"8187","2022-1","1/01/2022",1118500000
"8188","2022-1","1/01/2022",1.598e+09
"8189","2022-1","1/01/2022",150400000
"8190","2022-1","1/01/2022",150400000
"8191","2022-1","1/01/2022",591634744
"8192","2022-1","1/01/2022",1.24e+08
"8193","2022-1","1/01/2022",391700000
"8194","2022-1","1/01/2022",891328000
"8195","2022-1","1/01/2022",437876200
"8196","2022-1","1/01/2022",1688413064
"8197","2022-1","1/01/2022",131900000
"8198","2022-1","1/01/2022",153123000
"8199","2022-1","1/01/2022",331572000
"8200","2022-1","1/01/2022",94093000
"8201","2022-1","1/01/2022",145052652
"8202","2022-1","1/01/2022",5.93e+09
"8203","2022-1","1/01/2022",4.198e+09
"8204","2022-1","1/01/2022",334567198
"8205","2022-1","1/01/2022",1.1e+08
"8206","2022-1","1/01/2022",256524900
"8207","2022-1","1/01/2022",154535600
"8208","2022-1","1/01/2022",169589000
"8209","2022-1","1/01/2022",3.72e+08
"8210","2022-1","1/01/2022",4.9e+08
"8211","2022-1","1/01/2022",2.05e+08
"8212","2022-1","1/01/2022",7.5e+07
"8213","2022-1","1/01/2022",6.18e+08
"8214","2022-1","1/01/2022",7e+07
"8215","2022-1","1/01/2022",1565129000
"8216","2022-1","1/01/2022",2831304000
"8217","2022-1","1/01/2022",1229973000
"8218","2022-1","1/01/2022",332364000
"8219","2022-1","1/01/2022",162650000
"8220","2022-1","1/01/2022",278396600
"8221","2022-1","1/01/2022",290700000
"8222","2022-1","1/01/2022",2.25e+08
"8223","2022-1","1/01/2022",162922000
"8224","2022-1","1/01/2022",829586340
"8225","2022-1","1/01/2022",626505462
"8226","2022-1","1/01/2022",491553500
"8227","2022-1","1/01/2022",649976726
"8228","2022-1","1/01/2022",3.2e+09
"8229","2022-1","1/01/2022",3.8e+08
"8230","2022-1","1/01/2022",1193668750
"8231","2022-1","1/01/2022",5.3e+08
"8232","2022-1","1/01/2022",301390000
"8233","2022-1","1/01/2022",215043469
"8234","2022-1","1/01/2022",148954000
"8235","2022-1","1/01/2022",217506000
"8236","2022-1","1/01/2022",225715000
"8237","2022-1","1/01/2022",122651000
"8238","2022-1","1/01/2022",164900000
"8239","2022-1","1/01/2022",609600000
"8240","2022-1","1/01/2022",277534000
"8241","2022-1","1/01/2022",91322000
"8242","2022-1","1/01/2022",3.65e+08
"8243","2022-1","1/01/2022",131835000
"8244","2022-1","1/01/2022",1444042000
"8245","2022-1","1/01/2022",108200000
"8246","2022-1","1/01/2022",1.04e+08
"8247","2022-1","1/01/2022",530792818
"8248","2022-1","1/01/2022",526910130
"8249","2022-1","1/01/2022",107300000
"8250","2022-1","1/01/2022",477364660
"8251","2022-1","1/01/2022",283038000
"8252","2022-1","1/01/2022",285163000
"8253","2022-1","1/01/2022",337123100
"8254","2022-1","1/01/2022",1.75e+08
"8255","2022-1","1/01/2022",157800000
"8256","2022-1","1/01/2022",159475800
"8257","2022-1","1/01/2022",1262165300
"8258","2022-1","1/01/2022",498667700
"8259","2022-1","1/01/2022",216628000
"8260","2022-1","1/01/2022",167500000
"8261","2022-1","1/01/2022",5.38e+08
"8262","2022-1","1/01/2022",240470000
"8263","2022-1","1/01/2022",363900000
"8264","2022-1","1/01/2022",559200000
"8265","2022-1","1/01/2022",258915800
"8266","2022-1","1/01/2022",2.75e+08
"8267","2022-1","1/01/2022",274913000
"8268","2022-1","1/01/2022",1.22e+08
"8269","2022-1","1/01/2022",173500000
"8270","2022-1","1/01/2022",122512000
"8271","2022-1","1/01/2022",239588000
"8272","2022-1","1/01/2022",2.06e+08
"8273","2022-1","1/01/2022",2.42e+08
"8274","2022-1","1/01/2022",324900000
"8275","2022-1","1/01/2022",300900000
"8276","2022-1","1/01/2022",128040000
"8277","2022-1","1/01/2022",438500000
"8278","2022-1","1/01/2022",218500000
"8279","2022-1","1/01/2022",292069000
"8280","2022-1","1/01/2022",369285000
"8281","2022-1","1/01/2022",6.14e+08
"8282","2022-1","1/01/2022",99500000
"8283","2022-1","1/01/2022",1.3e+08
"8284","2022-1","1/01/2022",587266228
"8285","2022-1","1/01/2022",547743875
"8286","2022-1","1/01/2022",383975000
"8287","2022-1","1/01/2022",167500000
"8288","2022-1","1/01/2022",279912894
"8289","2022-1","1/01/2022",359175500
"8290","2022-1","1/01/2022",1.35e+08
"8291","2022-1","1/01/2022",1.83e+08
"8292","2022-1","1/01/2022",4.17e+08
"8293","2022-1","1/01/2022",7.27e+08
"8294","2022-1","1/01/2022",444095564
"8295","2022-1","1/01/2022",310200000
"8296","2022-1","1/01/2022",2030335112
"8297","2022-1","1/01/2022",2096771300
"8298","2022-1","1/01/2022",1742689000
"8299","2022-1","1/01/2022",247772000
"8300","2022-1","1/01/2022",109895000
"8301","2022-1","1/01/2022",1.19e+08
"8302","2022-1","1/01/2022",335150000
"8303","2022-1","1/01/2022",328770000
"8304","2022-1","1/01/2022",5.31e+08
"8305","2022-1","1/01/2022",679932000
"8306","2022-1","1/01/2022",7.62e+08
"8307","2022-1","1/01/2022",4.5e+08
"8308","2022-1","1/01/2022",98586250
"8309","2022-1","1/01/2022",269038000
"8310","2022-1","1/01/2022",3.15e+08
"8311","2022-1","1/01/2022",282025000
"8312","2022-1","1/01/2022",128500000
"8313","2022-1","1/01/2022",175990000
"8314","2022-2","1/02/2022",9.18e+08
"8315","2022-1","1/01/2022",453795250
"8316","2022-1","1/01/2022",541450000
"8317","2022-1","1/01/2022",142500000
"8318","2022-1","1/01/2022",8.5e+08
"8319","2022-1","1/01/2022",513506763
"8320","2022-1","1/01/2022",500291674
"8321","2022-1","1/01/2022",533655229
"8322","2022-1","1/01/2022",457837856
"8323","2022-1","1/01/2022",920819900
"8324","2022-1","1/01/2022",9.86e+08
"8325","2022-1","1/01/2022",284099089
"8326","2022-1","1/01/2022",167500000
"8327","2022-1","1/01/2022",293464913
"8328","2022-1","1/01/2022",292251260
"8329","2022-1","1/01/2022",148400000
"8330","2022-1","1/01/2022",1262150000
"8331","2022-1","1/01/2022",157800000
"8332","2022-1","1/01/2022",718839873
"8333","2022-1","1/01/2022",286913000
"8334","2022-1","1/01/2022",696424000
"8335","2022-1","1/01/2022",1270703350
"8336","2022-1","1/01/2022",1224576250
"8337","2022-1","1/01/2022",574578000
"8338","2022-1","1/01/2022",627348468
"8339","2022-1","1/01/2022",139900000
"8340","2022-1","1/01/2022",339446000
"8341","2022-1","1/01/2022",5.6e+08
"8342","2022-1","1/01/2022",5.91e+08
"8343","2022-1","1/01/2022",211500000
"8344","2022-1","1/01/2022",398900000
"8345","2022-1","1/01/2022",407875250
"8346","2022-1","1/01/2022",1.99e+08
"8347","2022-1","1/01/2022",154860000
"8348","2022-1","1/01/2022",118283500
"8349","2022-1","1/01/2022",325500000
"8350","2022-1","1/01/2022",252337000
"8351","2022-1","1/01/2022",163991304
"8352","2022-1","1/01/2022",2.89e+08
"8353","2022-1","1/01/2022",5.47e+08
"8354","2022-1","1/01/2022",286670000
"8355","2022-1","1/01/2022",3.05e+08
"8356","2022-1","1/01/2022",109200000
"8357","2022-1","1/01/2022",2.85e+08
"8358","2022-1","1/01/2022",317900000
"8359","2022-1","1/01/2022",347266000
"8360","2022-1","1/01/2022",520862000
"8361","2022-1","1/01/2022",386023872
"8362","2022-1","1/01/2022",294384000
"8363","2022-1","1/01/2022",233225000
"8364","2022-1","1/01/2022",312676028
"8365","2022-1","1/01/2022",403100000
"8366","2022-1","1/01/2022",219887750
"8367","2022-2","1/02/2022",2e+08
"8368","2022-1","1/01/2022",6.05e+08
"8369","2022-1","1/01/2022",299490200
"8370","2022-1","1/01/2022",295326000
"8371","2022-1","1/01/2022",7e+08
"8372","2022-1","1/01/2022",343358000
"8373","2022-1","1/01/2022",1460997600
"8374","2022-1","1/01/2022",1.27e+08
"8375","2022-1","1/01/2022",133500000
"8376","2022-1","1/01/2022",171100000
"8377","2022-1","1/01/2022",343184265
"8378","2022-1","1/01/2022",169236000
"8379","2022-1","1/01/2022",1.54e+08
"8380","2022-1","1/01/2022",5.97e+08
"8381","2022-1","1/01/2022",162311100
"8382","2022-1","1/01/2022",157900000
"8383","2022-1","1/01/2022",9.5e+07
"8384","2022-1","1/01/2022",4.6e+08
"8385","2022-1","1/01/2022",1104490000
"8386","2022-1","1/01/2022",252500000
"8387","2022-1","1/01/2022",3.45e+08
"8388","2022-1","1/01/2022",136241925
"8389","2022-1","1/01/2022",114500000
"8390","2022-1","1/01/2022",1.35e+08
"8391","2022-1","1/01/2022",370892000
"8392","2022-1","1/01/2022",397098000
"8393","2022-1","1/01/2022",3.6e+08
"8394","2022-1","1/01/2022",186940700
"8395","2022-1","1/01/2022",204693000
"8396","2022-1","1/01/2022",345850000
"8397","2022-1","1/01/2022",331284900
"8398","2022-1","1/01/2022",1.22e+08
"8399","2022-1","1/01/2022",5.4e+08
"8400","2022-1","1/01/2022",143300000
"8401","2022-1","1/01/2022",297811440
"8402","2022-1","1/01/2022",759186673
"8403","2022-1","1/01/2022",329940000
"8404","2022-1","1/01/2022",315800000
"8405","2022-1","1/01/2022",1.6e+08
"8406","2022-1","1/01/2022",388968908
"8407","2022-1","1/01/2022",171100000
"8408","2022-1","1/01/2022",279779145
"8409","2022-1","1/01/2022",3193391000
"8410","2022-1","1/01/2022",5.391e+09
"8411","2022-1","1/01/2022",157900000
"8412","2022-1","1/01/2022",1.55e+08
"8413","2022-2","1/02/2022",1.5e+08
"8414","2022-1","1/01/2022",137145000
"8415","2022-1","1/01/2022",141480000
"8416","2022-1","1/01/2022",2.21e+08
"8417","2022-1","1/01/2022",321500000
"8418","2022-1","1/01/2022",712400000
"8419","2022-2","1/02/2022",110886724
"8420","2022-1","1/01/2022",1.84e+08
"8421","2022-1","1/01/2022",2.05e+08
"8422","2022-1","1/01/2022",229200000
"8423","2022-1","1/01/2022",318152480
"8424","2022-1","1/01/2022",3.18e+08
"8425","2022-2","1/02/2022",6.8e+07
"8426","2022-1","1/01/2022",643428000
"8427","2022-1","1/01/2022",1.09e+08
"8428","2022-1","1/01/2022",5.92e+08
"8429","2022-1","1/01/2022",200824500
"8430","2022-1","1/01/2022",727331000
"8431","2022-1","1/01/2022",210864000
"8432","2022-1","1/01/2022",310521200
"8433","2022-1","1/01/2022",481901000
"8434","2022-1","1/01/2022",418446000
"8435","2022-1","1/01/2022",1.22e+08
"8436","2022-1","1/01/2022",5.27e+08
"8437","2022-1","1/01/2022",4.6e+08
"8438","2022-2","1/02/2022",5.32e+08
"8439","2022-1","1/01/2022",5.32e+08
"8440","2022-1","1/01/2022",143300000
"8441","2022-1","1/01/2022",467100000
"8442","2022-1","1/01/2022",2.99e+08
"8443","2022-1","1/01/2022",2316196800
"8444","2022-1","1/01/2022",1737554400
"8445","2022-1","1/01/2022",1406834000
"8446","2022-1","1/01/2022",3974154800
"8447","2022-1","1/01/2022",241800000
"8448","2022-1","1/01/2022",1.2e+08
"8449","2022-1","1/01/2022",1.69e+08
"8450","2022-1","1/01/2022",6.76e+08
"8451","2022-1","1/01/2022",175280000
"8452","2022-1","1/01/2022",1.358e+09
"8453","2022-1","1/01/2022",814254000
"8454","2022-1","1/01/2022",152900000
"8455","2022-1","1/01/2022",157750288
"8456","2022-2","1/02/2022",831217000
"8457","2022-1","1/01/2022",1.06e+08
"8458","2022-1","1/01/2022",141751840
"8459","2022-1","1/01/2022",486837000
"8460","2022-1","1/01/2022",395744000
"8461","2022-1","1/01/2022",147141361
"8462","2022-1","1/01/2022",7.3e+08
"8463","2022-1","1/01/2022",494191302
"8464","2022-1","1/01/2022",2.2e+08
"8465","2022-1","1/01/2022",2.25e+08
"8466","2022-1","1/01/2022",2.39e+08
"8467","2022-1","1/01/2022",213824500
"8468","2022-1","1/01/2022",2.61e+08
"8469","2022-1","1/01/2022",410389000
"8470","2022-1","1/01/2022",285050000
"8471","2022-1","1/01/2022",622064000
"8472","2022-1","1/01/2022",1.395e+09
"8473","2022-1","1/01/2022",472920000
"8474","2022-1","1/01/2022",450905000
"8475","2022-2","1/02/2022",198849000
"8476","2022-1","1/01/2022",228783600
"8477","2022-1","1/01/2022",1.06e+08
"8478","2022-1","1/01/2022",5.04e+08
"8479","2022-1","1/01/2022",5.14e+08
"8480","2022-2","1/02/2022",1.75e+08
"8481","2022-1","1/01/2022",137800000
"8482","2022-1","1/01/2022",143300000
"8483","2022-1","1/01/2022",1479650000
